stars,business_id,user_id
3.0,The Steady Cafe & Bar,SIT2McFNaq6F9cyBH0ciIw
4.0,Circle K,Qt08NJf5ew7zYO3nbb-u1A
1.0,Radisson Hotel & Conference Centre Calgary Airport,KktJeiYjsIqBRNmbMnNjQA
2.0,Bruster's Real Ice Cream,Zj665BfmiIWHHT-ZEuPVJA
2.0,The Phoenix Lodge,RAODXrc0UAPxATh4kcyI3Q
4.0,Habitat For Humanity Restore,dJI1jy9llfqf7eQOCizijg
1.0,AW Collision,7VsihmrVZJzUSL_VqjEfzA
3.0,Baby Cakes,yd1RersQmxTVz9ef90OEsw
1.0,Pep Boys,KPFi6H_vgwaNGfTUH87Kgw
3.0,Acupuncture with Ashlee,Q9x-MEp8Yx5QG78lU_f2mA
3.0,Artisan Fine Dining Room,0-7YOFpXNb2We2gaxXk5pA
4.0,Tim the Tool Man,cgAhU-Vi4yV2ncQOf5ECZA
5.0,Nothing Bundt Cakes,Y626w8Sq96zclfWf0fbGhA
5.0,New Mexican Grill,la4Y5u_v7hcp2zpPqcya4Q
5.0,Manzetti's Tavern,W1A8hFwXRFq0ld8DYBObqw
1.0,Llantera Del Norte,a-LoRh552poRuWviwGfuKw
4.0,Hair by Sharyn,18qEoFOVEernpVLh97PQPQ
5.0,Hunk Mansion,Kw8ziiUHe4Kbti4mQTLZ-g
5.0,Three Square,rBeFpEdSS-Hmz5Eny1u2xg
1.0,Paramount Fine Foods,W0r_amSLWrn8s4vBtoy1oA
1.0,Bolt Fresh Bar,kLLXNfzelX1FO-8zv-M1-A
2.0,Artisan Fine Dining Room,GrTcwQfPTqkIEwwp4T6XYg
2.0,Southdown Chiropractic & Wellness,gz7bTv2cQSW75ZzV4_sqrA
4.0,Starbucks,jG7130OQWiftvHhtyabsog
3.0,Marathon Diner,jNkTR0QvQIomwIvb_C8Q8Q
1.0,Artisan Fine Dining Room,90nM8jGWZVvlm_5_Hbm_2Q
3.0,Spectacle,UUVbV8XmTzNksBOPaiO3pA
5.0,A&T Remodeling Stucco,YfbeP6-sCkRIcV93j1atZw
1.0,Feast Buffet,T2UA1nMIWwgdTfpRYo4lRQ
2.0,Westwood Bar & Grill,1y_qPXTSAJsPoVFM80HeMg
3.0,COCO Crafted Organic Chocolate,xrUwcIx4szcFlxFJ6waiFw
3.0,MiraKuru,0zQ4BsZYBLEHZx-y8ay0dg
3.0,Llantera Del Norte,IiuCqi3k9HAl0gMkEDvrkg
2.0,MiraKuru,Zj665BfmiIWHHT-ZEuPVJA
2.0,Bella Vet,FtEA96l9jv_lzKzKJBYUVQ
1.0,JSE Automotive Services,JVxnj0BKbMxY8NorB_oUPg
2.0,Mai Thai II,KktJeiYjsIqBRNmbMnNjQA
4.0,Torrid,3r8xzVuRxbnOxYMolS_6uA
5.0,Spirit Apothecary,oAffNVY6qJ744vXQCUYMiA
5.0,U.S. Bank,5dzHPxVAUi52noaXpvewSg
3.0,Tiffany & Co - Forum Shops at Caesar's Palace,NDhDMKqSiBc0L06jKlFnmg
1.0,Bakery Gateau,8s7Kwx2BMICJnckv0vpD_w
4.0,Graphic Web Design,YGlxqdYUz0XXaEhufs_aGA
1.0,Sonoma Village,AcF-cDq7JHc0xybGmm74kQ
2.0,The Estancia Club,_ztetpb3iXrlo24E9pVH8A
4.0,Stein Mart,KPFi6H_vgwaNGfTUH87Kgw
2.0,Options Salon & Spa,zocuwB359woyJaUnV6Ydjw
3.0,enVoqueMD,bm0crkXSqvYVGvTvn7a5-w
1.0,Musashi Japanese Restaurant,lPM0Ni6HfhU2ndmVn8FKHg
5.0,Complete Auto Glass,eYhXVb8DX_DhOqF9-1thaw
4.0,Starbucks,YTuksHb6YsMI62BqEG_eRA
2.0,Complete Auto Glass,ftUrNSpxUr8eWCyOlsZVgg
2.0,Ross Dress for Less,YTuksHb6YsMI62BqEG_eRA
1.0,Mai Thai II,GB-YAZtZg2tCwRW-wp1ZPg
4.0,Dulce Alterations,OzETGbgcAn8udzCgzUjp0g
5.0,Vic's Auto Repair,HeDYzmuJv62ELVAvue-wuA
2.0,Salt Cellar,aiOxgg0A79yO39BfeI841A
3.0,Goveias Salon & Spa,PNo1yZIVIWm05XPcjDoKlA
1.0,Emerald Chinese Restaurant,izEe1WkTdnxp5kMqSkxg2Q
1.0,Stencil - A DIY Craft Studio,6h7av3gS6ZKn_-fQ7KbPkw
4.0,SimonMed Imaging - Mesa Drive,UeZpPpsBLI0dort7UcwFVg
1.0,Goveias Salon & Spa,kjYbPkrbgPMVUAjungJ4Aw
4.0,Uncle Otis Clothing,eKdUOBvtY4I7q3mlRL9VTw
5.0,Dunn-Edwards Paints,btPPPUNXDb7fvFNNuNKW_w
1.0,Howlers Craft Burgers & Beer,p_OlY_uSdI6qyqJnC2-oRw
2.0,Inspire! Dental,YW1cSlB1KGWliE-vl0hXMQ
5.0,Bella Vet,RWRnPmqiXq64aW6bQb9Ydg
4.0,Hall Brent R DDS,hKlWJ-12ta84GaiAj3QKFQ
2.0,Parc-nature de l'Île-de-la-Visitation,MbZ0W9PjmlI7J9fs4SiNrw
3.0,Supercuts,Zj665BfmiIWHHT-ZEuPVJA
1.0,Slate Interiors,tj6BkHtt8WATGIUbzFQ33A
2.0,Imperial Asian Buffet,lKJLxP-0B0tZT09lcwkkFw
4.0,Impressionz,AIgS-xHC1YL-cobhQkMjFA
3.0,Spirit Apothecary,LHT4AADPgWT0BM4tZKCz2Q
3.0,Secrets de Femme,izEe1WkTdnxp5kMqSkxg2Q
2.0,La Fortuna,O5IPoolTMnBBNf5XfpgINQ
1.0,Kidz Kidz Kidz Preschool,QAcsb_E38X5yHBOoouNooA
3.0,The Estancia Club,NIeLhx7kQ7KROhH2zs5qYw
3.0,Hotel Indigo Toronto Airport,iNGD96UcKVu5TIAAfpLSfg
4.0,Westwood Bar & Grill,an08zwBxE2nUtKB-1KS9pw
5.0,Marco's Pizza,m6iDyGFXQ8l6LxaH3DG25A
4.0,Ross Dress for Less,NA2fqZ012oH1N-jXel1ifg
2.0,Subway,vOAZWoaVySPXn5MmWCIrSw
3.0,Maurices,rxhOsjh5kTFC7FAloTVgiQ
2.0,Arizona Biltmore Golf Club,oTaktBFskOlb6-qKHSposQ
4.0,The Kilted Buffalo Langtree,DZsbxvkYeIERJfGEMti4GA
2.0,Winners,yrOT9zMVvv4qFTffNtmt1A
4.0,Bistro des Moulins,myguPkXfaPRMrOQLp4ucZA
4.0,Salon Glow,uEGXJn0Vm0poZJr_NhAD-w
5.0,Restaurant Nhu Y,wujxgJ8vk2_bpw1sbXtyow
3.0,Sanagan's Meat Locker,5_5IBQcoUtTe2sLIIY99eQ
3.0,Starbucks,-0_2W_qxbX4Mu28CDAZKJA
2.0,The Phoenix Lodge,4k1d_QuXtkRVaFPDtaGgbA
1.0,Sonoma Village,hKlWJ-12ta84GaiAj3QKFQ
1.0,Carluccio's Tivoli Gardens,UeZpPpsBLI0dort7UcwFVg
4.0,Torrid,gCSlX2tvG-M51Pok5WDmnw
3.0,Southdown Chiropractic & Wellness,6lQ5BtSs7Egm97JASU9urw
3.0,The Sweet Gallery,tMZIPvKgdHOgSTtGKD9wkA
2.0,National Equity Consultants,HjOrNOi9MRp9uh-OfiJn_A
5.0,Southdown Chiropractic & Wellness,y7gYGCAEHjqjw9FqeZKg7Q
5.0,Mai Thai II,cv2350a9GpY9u4j3JjNt9w
3.0,Eyebrows R US,ytC8w7CFrUcnLH5SmcwXkQ
4.0,Stencil - A DIY Craft Studio,rxhOsjh5kTFC7FAloTVgiQ
2.0,Vals Getaway DES Cafeteria,YGlxqdYUz0XXaEhufs_aGA
1.0,Park Road Books,jY1shXf_LQVhSoUyoXqQRQ
5.0,Ume Fashion Sushi,zgl4Xb6czzrAx2zp-KMznw
5.0,Pearl Garden,CVHGjL2hx-EsAvnTHJayYQ
4.0,Venetian Nail Spa,J2DrQYwJpnDlunOpbwRMaw
4.0,Buk Chang Dong Soon Tofu,sJP34Dyr2lp8_KJQbRoY0w
5.0,SimonMed Imaging - Mesa Drive,AUW3WPtO93TVYYH2zFRE3g
5.0,Desert Shores Dentistry,KToh1I24rr_bDBC3dK716Q
4.0,So Cool Frozen Yogurt,NDhDMKqSiBc0L06jKlFnmg
2.0,Radisson Hotel & Conference Centre Calgary Airport,9WJQ_i7P3XZ24m5qXTl-1Q
3.0,Spectacle,A7vhQWj1yb5plH8hbditlA
1.0,La Fortuna,eKdUOBvtY4I7q3mlRL9VTw
5.0,A&T Remodeling Stucco,vOAZWoaVySPXn5MmWCIrSw
1.0,Emerald Chinese Restaurant,Rdric7cZ3E_OnLTYd45yTA
4.0,Bruster's Real Ice Cream,AhZFLXh9qYR2sm_t6EsHPg
2.0,J's Fish & Chips,kjYbPkrbgPMVUAjungJ4Aw
1.0,Kidz Kidz Kidz Preschool,xsH9Q1HYLOshghu8MCtzOA
4.0,JJ's Red Hots - Dilworth,W0r_amSLWrn8s4vBtoy1oA
2.0,Artisan Fine Dining Room,lPM0Ni6HfhU2ndmVn8FKHg
2.0,La Fortuna,tj6BkHtt8WATGIUbzFQ33A
5.0,Venetian Nail Spa,a-LoRh552poRuWviwGfuKw
1.0,Not Your Mother,yt-5sAzXFFqShn0K7HvYiQ
2.0,Braseiro,aTfsg1r45v3_-Inl-YxRsg
4.0,Ross Dress for Less,nvY1gmUO7TskJcV6HBQXMg
4.0,Graphic Web Design,aiOxgg0A79yO39BfeI841A
1.0,Vintage 95,SIT2McFNaq6F9cyBH0ciIw
1.0,Stein Mart,_7fLIfvnfPHjdyPqlrMTVQ
1.0,COCO Crafted Organic Chocolate,WFXgt3Klqy5LdHK3g8c35Q
3.0,Yummy Yummy Chinese Restaurant,gkTEP7ekRW62Zm4bveZBgA
1.0,Hot Yoga Wellness,Ee3QKlluVJXHF8Ba4nth7g
3.0,Hair Design By Mary Ann,vFVQSIfL92DfEcU0Q_9h0A
2.0,Daily Donut,0F40lzN0ELvTm3EpubSa_A
2.0,Arizona Biltmore Golf Club,A5NSs4GjWc0PideI8Hw9xw
1.0,Pine Village Apartments,tv19nT_XYg0IpnskBpjv0A
5.0,Domino's Pizza,z3oqtRSAR9abuuBF_Cj7Bg
1.0,Hot Yoga Wellness,GQzrkCr585I49766K7u8jw
5.0,Radisson Hotel & Conference Centre Calgary Airport,Wp11jaXd3nQGwxTVH5ZTyg
5.0,Eyebrows R US,U1vl4SQzO3wTAWlYVnSjnw
5.0,Dairy Queen,Lk9qQYI0nE60IXvmcq1Vqw
3.0,Gourmet Gringos,THvXw19NkYjhoOt5WUPzGg
5.0,Pearl Garden,yb3svwVMIXYEaVHVTDHPxQ
2.0,The Steady Cafe & Bar,8WE7H_NvgM7V6IA7Ro3Prg
3.0,Pep Boys,0Qts8ew2yr8ImCwVZWy3UQ
2.0,Inspire! Dental,vJGLEHyhCs9V-5fAe-xx3w
4.0,Knot Salon,Zgn88oUZOk9_5yNcbJNCfg
2.0,AW Collision,l7sZTLRUBK0k3xjRTj1CSA
1.0,Bruster's Real Ice Cream,kjYbPkrbgPMVUAjungJ4Aw
1.0,Wesley Friedman - FBC Mortgage,ua6erRzbbgOAqUs49J96Sg
3.0,Nothing Bundt Cakes,IhHWf27r2-VTPJsIgIBncg
3.0,Baby Cakes,0zQ4BsZYBLEHZx-y8ay0dg
2.0,Graphic Web Design,P8WKdwdpRZ4F1SMTLAL_nw
5.0,Buk Chang Dong Soon Tofu,n6wUNvjk2_PjtCn6ZhBObg
1.0,Musashi Japanese Restaurant,90nM8jGWZVvlm_5_Hbm_2Q
4.0,Fremont Arcade,ssyDcg7z9wn_FByH_BHoiQ
3.0,Daily Donut,WpQPxkKPISIuPRWPSBeZag
4.0,The Sweet Gallery,f5DGDDqUjQkAih8Cr4BEzg
5.0,Myron Hensel Photography,_VMGbmIeK71rQGwOBWt_Kg
5.0,QBE Insurance,ytC8w7CFrUcnLH5SmcwXkQ
1.0,Louis Stokes Cleveland VA Medical Center,dS04EzzFlCCFZSWhNc0w0A
1.0,Transformers Landscaping,N667DoSR57cOUysFmxVG2Q
4.0,Served,ISnQFvO_qKRoQTyj7DxdhQ
2.0,The Kilted Buffalo Langtree,oS5LJnMEZ-ZFHNX3ATKPGQ
1.0,GiGi's Boutique Fine Consignment,1zSF4o_SshTe4wKg9hAZbg
1.0,Yummy Yummy Chinese Restaurant,5o_DqiEfbkRVN_btwDH33g
1.0,Parc-nature de l'Île-de-la-Visitation,Z1Ce1N6F7vw9pKnsv8MtRA
1.0,Forrest & Forrest Family Dentistry,9ktB1WEZx6ytMsRxRIMiJg
4.0,The Kilted Buffalo Langtree,CBnYHrJwM5KefTC6zN0aJA
4.0,Dairy Queen,5xLrRFjZ51J71ykb_QGQDw
3.0,Bakery Gateau,8GRq_zyZ8qqEckFGHrEl4Q
3.0,Carl's Place - 900 Series Motorsports,GD4dDukzxty660w6EdEHNg
1.0,Vita Bella Fine Day Spa,CpH7btJ7NYuo0-aCDeuvuw
2.0,J's Fish & Chips,90nM8jGWZVvlm_5_Hbm_2Q
4.0,Nee House Chinese Restaurant,SUh9lonnEUYJ3AgIt07KcQ
2.0,Served,RZkGSPYEkhHeRp0YxKp8OA
1.0,Sushi Mocorito,Mq6w4Jm_ZHDBsAmXp_DxEg
3.0,Funny Stop Comedy Club,ufauqkqDhO9FEh861_pTVw
3.0,Hair Design By Mary Ann,XrUYUXCeDRMgnHPdCxnO6A
2.0,Hunk Mansion,qXWvvpXvu_Qk5zw2TpG4Mw
4.0,Little Caesars Pizza,L-28QuOHNHa4btkRO_Qidw
2.0,M Catering by Michael's,xa7CkIIGnTB2HbFO0TlR6w
4.0,Dunn-Edwards Paints,cM-pKH-C_P30NPz-_b9wfQ
3.0,PA Wine & Spirits Store,oGQnKOBNrwERM-MLLfpyGA
1.0,Supercuts,HaPtQKTZmtIDjyKzjaCmqA
2.0,Salon Glow,2sNEKxKcGaTVBJiokqp9Zg
3.0,Hotel Indigo Toronto Airport,UlDSb1B22ON7WXcY3JbmNQ
3.0,Salon Glow,Q9x-MEp8Yx5QG78lU_f2mA
4.0,Gap,qXWvvpXvu_Qk5zw2TpG4Mw
4.0,The Phoenix Lodge,cfn4EzesqPTtlP_AYhQBKw
3.0,Cruisers Bar and Grill,VX41TL3qmWOLhsO6yNIEjg
1.0,MiraKuru,T2UA1nMIWwgdTfpRYo4lRQ
3.0,Yummy Yummy Chinese Restaurant,y4aEhXdfKAX8klEvOszSCA
2.0,Hair Design By Mary Ann,3r8xzVuRxbnOxYMolS_6uA
1.0,Pine Village Apartments,jNkTR0QvQIomwIvb_C8Q8Q
3.0,Starbucks,wysnwzsy0EcPHw-5a4mAUw
2.0,Holiday Inn Express & Suites Pittsburgh Sw - Southpointe,dpc8Q98jrfTUpQWo-MiPMA
4.0,The Lounge Barber Shop,OJycQI0TVQSN_785pzMH4g
2.0,Taco Bell,RAODXrc0UAPxATh4kcyI3Q
2.0,D&S Automotive Collision & Restyling,DuzZ68TZWlQ3mALJZ0ASVQ
1.0,Cookie Cutters Haircuts for Kids,HaPtQKTZmtIDjyKzjaCmqA
3.0,Bank of America,cfn4EzesqPTtlP_AYhQBKw
2.0,Three Square,yb3svwVMIXYEaVHVTDHPxQ
2.0,Bella Vet,vF4V1fOdu2NOXTPnTUKZOw
2.0,Bolt Fresh Bar,YZZaaZGdZ08L1h3XWPrwJw
1.0,Transformers Landscaping,CH_Ah0NKNm9LK9oCLMcICA
2.0,Pine Village Apartments,JrXC_MDp38BWwLn2SFdNsA
1.0,Tomkins Park,s00s3sKWVElGqyRJ8QRcGw
5.0,Digital One,H93EsZIkTfgZ4TjSM_9jUw
2.0,All Star Donuts & Kolaches,4rl4WiP4hMM-xWT0_IbJmg
1.0,COCO Crafted Organic Chocolate,J9jxDkh2cMkL2AoM3E9HoQ
2.0,Mattress Firm Final Markdown,IdFOPJEL5-QCTC1qNWZ0zw
3.0,A Woman's Place,uEGXJn0Vm0poZJr_NhAD-w
3.0,MinuteClinic,kfR6iE03mP2l0f1kq0Ptag
2.0,Buk Chang Dong Soon Tofu,YfbeP6-sCkRIcV93j1atZw
2.0,Artisan Fine Dining Room,oTaktBFskOlb6-qKHSposQ
2.0,Medium Rare,9fek8sBMCATlL4k0YwtFdg
4.0,Myron Hensel Photography,JVxnj0BKbMxY8NorB_oUPg
3.0,J's Fish & Chips,7vyw57vXvZl1LAXK4vzQtA
4.0,Salon Glow,WpQPxkKPISIuPRWPSBeZag
5.0,Braseiro,Mq6w4Jm_ZHDBsAmXp_DxEg
4.0,QBE Insurance,PAzgMhSXGokkOw2CMZUI1w
1.0,Dulce Alterations,ftUrNSpxUr8eWCyOlsZVgg
4.0,New Mexican Grill,uaasD9MDERT2BG_gkDehew
4.0,Bakery Gateau,Z9ipC7j4nWyyuNus_fcoYQ
1.0,MinuteClinic,dpc8Q98jrfTUpQWo-MiPMA
2.0,Louis Stokes Cleveland VA Medical Center,QAcsb_E38X5yHBOoouNooA
1.0,Louis Stokes Cleveland VA Medical Center,RAODXrc0UAPxATh4kcyI3Q
3.0,U.S. Bank,pDvDLpD7CiMlIebsDPCRSQ
5.0,Bolt Fresh Bar,AUW3WPtO93TVYYH2zFRE3g
4.0,enVoqueMD,vOAZWoaVySPXn5MmWCIrSw
4.0,OzBraz,AcT-2v-srtOyTzVgHCtBPg
5.0,Hotel Indigo Toronto Airport,a04LRLmBMXa4jta2L3nkmw
3.0,Bank of America,OtdA44C6CAEkl5Iy7UeRPA
4.0,Digital One,gCSlX2tvG-M51Pok5WDmnw
5.0,Hair & Nails by Anastasiya,lf7nFsFT_YfVgc1AhBOjDg
3.0,National Equity Consultants,cfn4EzesqPTtlP_AYhQBKw
3.0,Manzetti's Tavern,P8WKdwdpRZ4F1SMTLAL_nw
1.0,Domino's Pizza,bm0crkXSqvYVGvTvn7a5-w
3.0,MiraKuru,9ktB1WEZx6ytMsRxRIMiJg
4.0,Wendy's,cfn4EzesqPTtlP_AYhQBKw
4.0,Secrets de Femme,btPPPUNXDb7fvFNNuNKW_w
4.0,Holiday Inn Express & Suites Pittsburgh Sw - Southpointe,T5I9fwtXinCgUv92gFJ4gQ
2.0,Imperial Asian Buffet,Z1Ce1N6F7vw9pKnsv8MtRA
5.0,Starbucks,vJGLEHyhCs9V-5fAe-xx3w
4.0,Renters Warehouse,fL7d47AR-KO1mriFAB6Njw
2.0,JSE Automotive Services,y5pnnMvcLa1ORs8srUF1EQ
3.0,Winners,xDJRriqJAPDap3E2scDRJw
4.0,Queen City Plumbing,DVtzVhViJA-YTVUZAEXxbw
1.0,Manzetti's Tavern,A7vhQWj1yb5plH8hbditlA
2.0,Hotel Indigo Toronto Airport,1zSF4o_SshTe4wKg9hAZbg
3.0,The Steady Cafe & Bar,J9jxDkh2cMkL2AoM3E9HoQ
4.0,Not Your Mother,cgAhU-Vi4yV2ncQOf5ECZA
3.0,Carluccio's Tivoli Gardens,DKkX2AyOVK2Z_jLHYCy1uA
5.0,Hair Design By Mary Ann,IiuCqi3k9HAl0gMkEDvrkg
4.0,Holiday Inn Express & Suites Pittsburgh Sw - Southpointe,M9CiWV4aoxP-BnOcKGNVdA
5.0,The Sweet Gallery,93mELfY42M5v1U8XaiakyQ
5.0,Inspire! Dental,GB-YAZtZg2tCwRW-wp1ZPg
3.0,Queen City Plumbing,eKdUOBvtY4I7q3mlRL9VTw
5.0,National Equity Consultants,rxhOsjh5kTFC7FAloTVgiQ
3.0,Auto Glass 2020,NUtVG7jNPLJR2cxMXMH2-A
2.0,Served,dS04EzzFlCCFZSWhNc0w0A
1.0,Feast Buffet,NBzY7QCGNxRELSpdV_Vhbg
2.0,Artisan Fine Dining Room,wujxgJ8vk2_bpw1sbXtyow
3.0,Amazing Cuts,xDJRriqJAPDap3E2scDRJw
4.0,La Creperie,LkY684w7qaiZgjTxM1cDkA
1.0,Glendale Care Center,8WE7H_NvgM7V6IA7Ro3Prg
1.0,Pitlane Auto Corp,GQzrkCr585I49766K7u8jw
3.0,Options Salon & Spa,wujxgJ8vk2_bpw1sbXtyow
2.0,Graphic Web Design,eRaX5PKYV_H9DZYVcX7GPg
3.0,U.S. Bank,_wJl4ARovWZDjYdqsrOKWQ
5.0,Carluccio's Tivoli Gardens,y4aEhXdfKAX8klEvOszSCA
5.0,Bank of America,lPM0Ni6HfhU2ndmVn8FKHg
5.0,Healthcare Partners Sunset,6h7av3gS6ZKn_-fQ7KbPkw
4.0,Jared Galleria of Jewelry,rKkpHJkJ27xOwnhy_bMkvA
5.0,Maurices,NIeLhx7kQ7KROhH2zs5qYw
1.0,Wesley Friedman - FBC Mortgage,RWRnPmqiXq64aW6bQb9Ydg
4.0,MiraKuru,Rdric7cZ3E_OnLTYd45yTA
2.0,Buk Chang Dong Soon Tofu,9fek8sBMCATlL4k0YwtFdg
4.0,Wesley Friedman - FBC Mortgage,rxhOsjh5kTFC7FAloTVgiQ
3.0,Nail Nail,ny5uD7wcIZ01hUXE50Qz2Q
1.0,Ross Dress for Less,Z7pFsGpIyLzMTZsXjTFF1A
1.0,Hilton Toronto,eRaX5PKYV_H9DZYVcX7GPg
2.0,OzBraz,MrsRJa4SWLq8XLU1RtPdlw
3.0,MK Remodeling & Design,YfbeP6-sCkRIcV93j1atZw
4.0,Cruisers Bar and Grill,Q9x-MEp8Yx5QG78lU_f2mA
3.0,Gourmet Gringos,jG7130OQWiftvHhtyabsog
2.0,Brian's Furniture,pVj37cy4Y6FfH9YIlEhsZA
4.0,Fremont Arcade,f0Awv9obo7lWZQhUh1C_KA
1.0,Subway,uQPAUzPM1XgBWTWkpgeGQQ
3.0,Buk Chang Dong Soon Tofu,CUuqanXxU1yd9IEBCJ6dpg
1.0,Bakery Gateau,zmXaJnK-a7FGRz1UbwAdMA
2.0,Yummy Yummy Chinese Restaurant,an08zwBxE2nUtKB-1KS9pw
2.0,Caffeine,bp7baO6d0lYf78FaMTyKBA
1.0,Pep Boys,IQxxRjR4_htXLVMccyz5_Q
4.0,Marathon Diner,pVVvmkYQ11vfScY6YHE4ww
4.0,Pearl Garden,5dzHPxVAUi52noaXpvewSg
1.0,Bakery Gateau,T2UA1nMIWwgdTfpRYo4lRQ
2.0,Parc-nature de l'Île-de-la-Visitation,oF_vwmhGi-JechfnimM60Q
2.0,Nice One Nails,0Qts8ew2yr8ImCwVZWy3UQ
4.0,Kabob House,X312UMoUI5VpqXi_svymEQ
5.0,Ohio Beer Garden,EnGEE-QmDDS9CGWStMtgSw
1.0,Bank of America,8A0ilt5aTN-dO2_7wyQakA
1.0,Burrito Bandidos,GrTcwQfPTqkIEwwp4T6XYg
3.0,Burrito Bandidos,tbH_UcGXsAIBQU2QtKL6Pw
2.0,Slate Interiors,5BwurcGx34N6cJyDzMviJA
5.0,QBE Insurance,fL7d47AR-KO1mriFAB6Njw
4.0,Transformers Landscaping,7ErDqJNuoW2_Wzz9xRTW4A
5.0,Baby Cakes,XrUYUXCeDRMgnHPdCxnO6A
2.0,JSE Automotive Services,8f5kGOQDFd8Evxcd8phJKw
5.0,Marlene's Baker Supply,CBnYHrJwM5KefTC6zN0aJA
5.0,Bruster's Real Ice Cream,9urf9uT1i2N7pM3tkgpI4w
4.0,Farmers Insurance - Paul Lorenz,P05K_6PKY2cixSkyRHn7ng
3.0,Bank of America,ggtTXF2LCE9ZSfh8JK75nA
4.0,Vita Bella Fine Day Spa,A3yzBVqeOvlkiXLOFncP4g
2.0,JSE Automotive Services,XrUYUXCeDRMgnHPdCxnO6A
3.0,Hot Yoga Wellness,oTaktBFskOlb6-qKHSposQ
4.0,Digital One,kLLXNfzelX1FO-8zv-M1-A
5.0,Eyebrows R US,mSN49KuH7SXgQ74l53TDUw
4.0,Carluccio's Tivoli Gardens,eKdUOBvtY4I7q3mlRL9VTw
1.0,D&S Automotive Collision & Restyling,PGx4HvY5joEeqXzam6tO7A
5.0,Tiffany & Co - Forum Shops at Caesar's Palace,X312UMoUI5VpqXi_svymEQ
4.0,Hunk Mansion,3r8xzVuRxbnOxYMolS_6uA
5.0,Wendy's,dpc8Q98jrfTUpQWo-MiPMA
5.0,Carl's Place - 900 Series Motorsports,ytC8w7CFrUcnLH5SmcwXkQ
3.0,OzBraz,43Q7K9hHzUARJ050SpcCgA
2.0,Spirit Apothecary,_PvYhrpz4QOxOjnyaSblAg
1.0,La Creperie,Ggx8iUdJ7lsQSqXRuclXtg
2.0,Totum Life Science,i7OIMMhUD6IbKEhdmSdIaA
3.0,Pep Boys,Z1Ce1N6F7vw9pKnsv8MtRA
2.0,Kabob House,ftUrNSpxUr8eWCyOlsZVgg
4.0,Wesley Friedman - FBC Mortgage,l7sZTLRUBK0k3xjRTj1CSA
5.0,Feast Buffet,RHSHgYCbOBxVIP2oQNfQ-A
5.0,Options Salon & Spa,k6K9ozOtntmQG0pF_TPwSA
3.0,Pine Village Apartments,wDc4RxHpfwB49EpNZu1jfg
3.0,MiraKuru,ny5uD7wcIZ01hUXE50Qz2Q
4.0,Dairy Queen,IdFOPJEL5-QCTC1qNWZ0zw
1.0,Ume Fashion Sushi,6KUA3-IfHoAhQ3FL2djQoQ
2.0,Charlotte Mecklenburg Library - Beatties Ford Road Regional,h1VmuBcdVm3GBrHqyfRzQQ
1.0,Marathon Diner,w1LtUhrC3Ww4SzKFHUYKfg
4.0,The Sweet Gallery,6lQ5BtSs7Egm97JASU9urw
1.0,Vita Bella Fine Day Spa,OARnYntd3SBJcJ5xRwOzEA
4.0,Hotel Indigo Toronto Airport,4kKB5U9RohegHABv3qpyQg
5.0,Gap,YGlxqdYUz0XXaEhufs_aGA
2.0,PA Wine & Spirits Store,NIeLhx7kQ7KROhH2zs5qYw
4.0,Tim the Tool Man,oAffNVY6qJ744vXQCUYMiA
4.0,Hotel Indigo Toronto Airport,PS7-6Eb3rNLFr7_lomJMVg
5.0,Spirit Apothecary,kxKL3lwgCHFzqMUnt37pkA
1.0,MK Remodeling & Design,1y_qPXTSAJsPoVFM80HeMg
3.0,Ross Dress for Less,6h7av3gS6ZKn_-fQ7KbPkw
1.0,Dairy Queen,LlsjM1vS3AAZLiBeHfuEoQ
5.0,Air Tech Plus,ZunKYeQo3RZ5iRmMcQ9swg
3.0,Totum Life Science,DuzZ68TZWlQ3mALJZ0ASVQ
3.0,Totum Life Science,oF_vwmhGi-JechfnimM60Q
4.0,National Equity Consultants,cfn4EzesqPTtlP_AYhQBKw
2.0,Edgeworxx Studio,rBeFpEdSS-Hmz5Eny1u2xg
5.0,Jared Galleria of Jewelry,8WE7H_NvgM7V6IA7Ro3Prg
1.0,U.S. Bank,3vr42-TF3V31LrN5sAFbDQ
3.0,Impressionz,uEGXJn0Vm0poZJr_NhAD-w
3.0,Ohio Beer Garden,Y8AnzqYWw8A2XQ36WHjtQw
1.0,Kabob House,a-LoRh552poRuWviwGfuKw
5.0,Fine Asian Bowl,cUq2wYuvc7EOKsBU_ksTuw
4.0,Vintage 95,OktfRbV9zJb4WoJafRMthQ
5.0,Starbucks,dpc8Q98jrfTUpQWo-MiPMA
5.0,MinuteClinic,ehYoutuEQcd9fsM6sQgMhQ
3.0,Gap,lf7nFsFT_YfVgc1AhBOjDg
2.0,Marco's Pizza,ZVWJJnaWs5i8KxG18XzRIw
4.0,Yummy Yummy Chinese Restaurant,M0DM77NUD5_w4EHuH2vZNg
4.0,Myron Hensel Photography,Z7pFsGpIyLzMTZsXjTFF1A
5.0,Ross Dress for Less,Zj665BfmiIWHHT-ZEuPVJA
3.0,Nail Nail,Z7pFsGpIyLzMTZsXjTFF1A
5.0,Farmers Insurance - Paul Lorenz,an08zwBxE2nUtKB-1KS9pw
3.0,M Catering by Michael's,Rdric7cZ3E_OnLTYd45yTA
1.0,Forrest & Forrest Family Dentistry,n2I95AzSGw41ihtqL3MLtg
